Bo_Age,Ln_Orig,Orig_LTV_Ratio_Pct,Credit_score,First_home,Tot_mthly_debt_exp,Tot_mthly_incm,orig_apprd_val_amt,pur_prc_amt,DTI Ratio,Status,OUTCOME,State,UPB>Appraisal,median income ($),% of people in poverty,LoanValuetoAppraised
25,170400,80,784,N,877,3154,130000,120355,0.27806,Active,non-default,OR,1,42617,11.7,1.310769231
37,285000,95,723,N,0,5025,410000,410000,0,Pay-off,non-default,CA,0,49894,13.2,0.695121951
58,185000,100,628,Y,2366,3900,129000,129000,0.606667,Pay-off,non-default,GA,1,43217,12,1.434108527
37,147155,95,725,N,2077,4337,108000,102450,0.478902,Active,non-default,TX,1,41275,16.4,1.362546296
31,125685,95,785,N,1187,4239,124900,124900,0.280019,Active,non-default,PA,1,44286,10.4,1.006285028
36,168575,100,593,N,1270,2875,191000,190891,0.441739,Active,non-default,FL,0,40171,12.3,0.882591623
32,297825,95,636,Y,1122,1874,140000,129000,0.598719,Active,non-default,GA,1,43217,12,2.127321429
26,93000,100,749,N,2016,5054,246000,229500,0.398892,Pay-off,non-default,LA,0,35523,17,0.37804878
23,80910,93,770,N,4276,7349,189000,185000,0.581848,Active,non-default,KS,0,43725,10.7,0.428095238
36,58500,90,767,N,2089,5755,165000,172500,0.362989,Active,non-default,MD,0,56763,8.6,0.354545455
34,161500,95,643,Y,1294,3329,78000,78000,0.388705,Pay-off,non-default,WI,1,47220,10.2,2.070512821
37,266000,95,740,N,1154,1967,160000,160000,0.58668,Active,non-default,WA,1,48688,11.7,1.6625
37,67000,89,660,N,0,5926,169000,169000,0,Active,non-default,VT,0,45692,8.8,0.396449704
32,270000,100,776,N,1217,4738,150000,157500,0.256859,Pay-off,non-default,WI,1,47220,10.2,1.8
37,209000,95,665,N,2278,5025,400000,209000,0.453362,Active,non-default,NY,0,44228,14.4,0.5225
35,270000,72,730,N,2213,3862,170000,166000,0.573019,Pay-off,non-default,CO,1,51022,9.8,1.588235294
62,58050,90,789,N,2384,8310,204000,204000,0.286883,Active,non-default,WA,0,48688,11.7,0.284558824
54,322700,93,643,N,0,1788,113000,113000,0,Pay-off,non-default,AZ,1,42590,13.8,2.855752212
40,109250,95,657,Y,1384,4475,62500,62500,0.309274,Pay-off,non-default,MO,1,43988,10.9,1.748
23,152000,95,641,Y,897,30680,88500,88500,0.029237,Active,non-default,NC,1,39000,14.8,1.717514124
63,260775,95,695,N,721,2215,115500,115103,0.325508,Active,non-default,GA,1,43217,12,2.257792208
27,77900,100,706,N,2576,5960,378000,378000,0.432215,Pay-off,non-default,NY,0,44228,14.4,0.206084656
33,272141,102,748,N,0,2762,110000,110000,0,Active,non-default,OR,1,42617,11.7,2.474009091
50,246000,84,633,N,3136,5025,370000,365000,0.624119,Pay-off,non-default,CT,0,55970,8.8,0.664864865
56,68850,95,713,N,0,6818,225000,225000,0,Pay-off,non-default,HI,0,53123,9.7,0.306
46,58900,95,794,N,1585,6787,184500,184750,0.233535,Active,non-default,CA,0,49894,13.2,0.319241192
26,252735,102,770,Y,779,1416,80000,80000,0.550141,Pay-off,non-default,PA,1,44286,10.4,3.1591875
40,283500,90,701,N,2346,12000,390000,385710,0.1955,Pay-off,non-default,MD,0,56763,8.6,0.726923077
55,61750,95,666,N,2060,4292,223000,222771,0.479963,Pay-off,non-default,NV,0,46984,10.2,0.27690583
44,165000,90,753,N,1545,5400,145000,145000,0.286111,Active,non-default,OR,1,42617,11.7,1.137931034
32,168300,90,521,Y,886,2423,119500,119500,0.365662,Pay-off,non-default,FL,1,40171,12.3,1.408368201
33,248900,95,659,N,2640,13488,435000,425000,0.19573,Active,non-default,MI,0,44476,12.1,0.572183908
40,316800,95,687,N,1873,5025,283000,259000,0.37276,Pay-off,non-default,MD,1,56763,8.6,1.119434629
53,316000,68,668,N,2492,5025,320000,318000,0.495952,Pay-off,non-default,NY,0,44228,14.4,0.9875
36,159950,97,692,N,749,2916,110000,110000,0.256859,Pay-off,non-default,MI,1,44476,12.1,1.454090909
37,143250,75,770,N,3086,8667,241000,241750,0.356063,Active,non-default,FL,0,40171,12.3,0.59439834
26,150000,100,568,Y,2239,6568,136000,134900,0.340895,Active,non-default,FL,1,40171,12.3,1.102941176
36,188100,90,589,N,1581,6152,125000,124900,0.25699,Pay-off,non-default,IL,1,45787,12.5,1.5048
23,117954,100,710,N,2181,5666,255000,242837,0.384928,Active,non-default,TX,0,41275,16.4,0.462564706
24,85920,80,729,N,894,6416,120000,118000,0.139339,Active,non-default,IN,0,43003,10.2,0.716
36,320740,102,635,Y,1125,1257,108000,108000,0.894988,Active,non-default,FL,1,40171,12.3,2.969814815
57,275000,65,664,N,1649,10113,200000,194000,0.163057,Active,non-default,CA,1,49894,13.2,1.375
27,154900,100,649,Y,939,2733,98000,95901,0.343578,Pay-off,non-default,MI,1,44476,12.1,1.580612245
34,247950,90,790,N,1562,13000,205000,204500,0.120154,Pay-off,non-default,CO,1,51022,9.8,1.209512195
33,129650,100,692,N,3168,6200,199000,197585,0.510968,Active,non-default,MD,0,56763,8.6,0.651507538
30,308750,95,702,Y,1356,2310,116500,116500,0.587013,Active,non-default,FL,1,40171,12.3,2.650214592
56,94500,95,765,N,2580,7100,175000,173900,0.36338,Active,non-default,GA,0,43217,12,0.54
28,92150,97,750,N,2641,6149,197000,197000,0.429501,Active,non-default,NV,0,46984,10.2,0.467766497
38,165750,85,633,N,1337,5300,243000,241000,0.252264,Active,non-default,TX,0,41275,16.4,0.682098765
37,120000,100,697,Y,951,2833,86000,85500,0.335687,Active,non-default,FL,1,40171,12.3,1.395348837
31,196000,80,673,N,2490,3500,185000,185000,0.711429,Pay-off,non-default,CA,1,49894,13.2,1.059459459
23,63650,95,718,N,2169,6000,166000,166000,0.3615,Pay-off,non-default,OH,0,44160,10.8,0.383433735
39,135920,80,588,Y,613,1600,90000,72000,0.383125,Active,non-default,GA,1,43217,12,1.510222222
36,179950,80,666,N,0,5025,180000,180000,0,Active,non-default,NC,0,39000,14.8,0.999722222
34,76000,95,660,N,1197,5500,133000,131000,0.217636,Active,non-default,TX,0,41275,16.4,0.571428571
39,231075,102,659,N,3181,5025,127500,127500,0.633075,Pay-off,non-default,AZ,1,42590,13.8,1.812352941
24,218400,80,755,N,902,2553,87900,89000,0.35331,Active,non-default,TX,1,41275,16.4,2.484641638
33,169000,100,721,N,1990,3542,157000,142000,0.561829,Pay-off,non-default,GA,1,43217,12,1.076433121
55,130000,100,729,Y,1466,4833,165000,157000,0.303331,Active,non-default,MA,0,52354,9.8,0.787878788
28,91200,95,660,Y,2046,5417,303500,303500,0.3777,Active,non-default,NY,0,44228,14.4,0.300494234
35,118490,100,746,N,3956,7193,190000,189350,0.549979,Pay-off,non-default,TN,0,38550,14.9,0.623631579
56,79200,90,688,N,1460,8500,286390,286390,0.171765,Pay-off,non-default,CA,0,49894,13.2,0.276545969
29,232200,90,721,N,2524,5025,560000,232200,0.50232,Pay-off,non-default,NY,0,44228,14.4,0.414642857
37,194300,90,738,N,1659,3375,150000,148040,0.491556,Active,non-default,GA,1,43217,12,1.295333333
32,126600,97,684,N,1504,4618,101000,98500,0.325682,Active,non-default,MO,1,43988,10.9,1.253465347
37,160110,90,771,Y,2303,2821,153000,147500,0.816377,Active,non-default,MN,1,55914,7,1.046470588
23,112500,90,679,Y,2385,5287,80000,80000,0.451106,Pay-off,non-default,CT,1,55970,8.8,1.40625
20,71000,100,705,N,1237,8250,201500,198753,0.149939,Active,non-default,IN,0,43003,10.2,0.35235732
24,144400,97,670,N,1179,5125,85000,79900,0.230049,Pay-off,non-default,PA,1,44286,10.4,1.698823529
40,42800,94,755,N,1382,7911,220000,217580,0.174693,Active,non-default,MD,0,56763,8.6,0.194545455
39,149400,90,712,N,659,2441,78000,74500,0.269971,Active,non-default,IN,1,43003,10.2,1.915384615
37,135800,97,581,N,764,2600,133000,133000,0.293846,Active,non-default,NC,1,39000,14.8,1.021052632
29,155250,90,679,N,1805,4316,96000,96000,0.418211,Pay-off,non-default,CA,1,49894,13.2,1.6171875
47,68970,95,744,Y,785,2340,105000,88000,0.33547,Active,non-default,FL,0,40171,12.3,0.656857143
37,303935,80,645,N,4691,9425,402000,402000,0.497719,Pay-off,non-default,NY,0,44228,14.4,0.756057214
37,115425,95,655,N,2863,4100,142000,135000,0.698293,Active,non-default,TN,0,38550,14.9,0.812852113
25,133305,100,727,N,1093,3417,180000,180000,0.319871,Active,non-default,DE,0,50152,8.5,0.740583333
39,87500,100,613,N,1459,6603,229500,216349,0.22096,Active,non-default,OH,0,44160,10.8,0.381263617
41,122000,100,654,Y,1046,1803,102000,101650,0.580144,Active,non-default,GA,1,43217,12,1.196078431
49,111150,95,601,Y,1348,2773,126000,125542,0.486116,Pay-off,non-default,GA,0,43217,12,0.882142857
37,87900,80,741,N,2872,8811,275000,275000,0.325956,Active,non-default,NY,0,44228,14.4,0.319636364
29,92500,100,764,N,1415,5500,143000,140482,0.257273,Pay-off,non-default,GA,0,43217,12,0.646853147
37,120000,100,559,Y,1583,3718,166000,157500,0.425767,Active,non-default,GA,0,43217,12,0.722891566
37,118000,100,669,N,1773,9783,213000,210706,0.181233,Active,non-default,TX,0,41275,16.4,0.55399061
37,109250,95,635,Y,3165,6873,367000,315000,0.460498,Pay-off,non-default,CA,0,49894,13.2,0.297683924
28,82000,66,727,N,1944,3271,165500,174196,0.594314,Pay-off,non-default,FL,0,40171,12.3,0.495468278
24,319500,100,679,N,2174,3400,115000,100000,0.639412,Active,non-default,OH,1,44160,10.8,2.77826087
35,147450,100,710,N,2043,4508,179900,179900,0.453194,Active,non-default,CO,0,51022,9.8,0.819622012
44,212763,95,641,N,1302,3221,119500,119203,0.404222,Active,non-default,GA,1,43217,12,1.780443515
51,72000,90,661,N,1744,4167,178000,178000,0.418527,Pay-off,non-default,IL,0,45787,12.5,0.404494382
28,222499,92,739,N,1777,3231,195000,185770,0.549985,Pay-off,non-default,MI,1,44476,12.1,1.141020513
37,165000,79,782,N,3696,9000,440000,440000,0.410667,Active,non-default,FL,0,40171,12.3,0.375
36,54000,90,677,N,858,3900,93500,93600,0.22,Pay-off,non-default,NY,0,44228,14.4,0.577540107
37,147900,100,773,N,806,2794,92000,91900,0.288475,Active,non-default,FL,1,40171,12.3,1.607608696
63,200000,72,746,N,2487,6267,280000,280000,0.396841,Active,non-default,CA,0,49894,13.2,0.714285714
32,144184,97,686,N,2738,5877,135000,126000,0.465884,Active,non-default,WI,1,47220,10.2,1.06802963
42,98100,90,662,N,1458,4900,184500,180000,0.297551,Pay-off,non-default,MN,0,55914,7,0.531707317
37,185950,90,699,Y,1403,2931,175000,175000,0.478676,Active,non-default,CA,1,49894,13.2,1.062571429
36,101000,100,731,N,1270,5708,110000,110000,0.222495,Active,non-default,OH,0,44160,10.8,0.918181818
33,146250,97,750,Y,2063,6663,178000,178000,0.30962,Active,non-default,VA,0,53275,9.8,0.821629213
41,310000,80,688,N,0,5025,103000,103000,0,Active,non-default,OK,1,38281,12.6,3.009708738
31,175000,100,639,N,2028,5800,155000,153000,0.349655,Pay-off,non-default,VA,1,53275,9.8,1.129032258
37,85450,80,735,N,2219,3783,113500,107000,0.586572,Active,non-default,NC,0,39000,14.8,0.752863436
37,292500,90,674,N,2383,9336,287000,259000,0.255249,Active,non-default,IL,1,45787,12.5,1.019163763
53,125700,99,691,N,935,5500,127000,124498,0.17,Active,non-default,TX,0,41275,16.4,0.98976378
48,139650,95,727,N,1989,4940,185000,184070,0.402632,Pay-off,non-default,NV,0,46984,10.2,0.754864865
33,244900,100,668,Y,673,1224,29000,29000,0.549837,Active,non-default,OH,1,44160,10.8,8.444827586
31,131700,100,672,N,0,7000,325000,325000,0,Pay-off,non-default,NY,0,44228,14.4,0.405230769
25,304000,80,647,N,1191,5025,97600,92000,0.23703,Pay-off,non-default,MD,1,56763,8.6,3.114754098
24,156050,100,550,Y,2222,5552,282000,282000,0.400216,Active,non-default,CA,0,49894,13.2,0.553368794
43,160800,80,613,Y,725,2273,100000,98700,0.318962,Active,non-default,NC,1,39000,14.8,1.608
37,190000,100,614,N,5411,9835,91500,91500,0.550178,Active,non-default,IL,1,45787,12.5,2.076502732
46,316000,80,720,Y,2531,5025,245000,245000,0.503713,Pay-off,non-default,CA,1,49894,13.2,1.289795918
37,172000,100,714,N,1621,3478,81000,81000,0.466072,Active,non-default,AL,1,38111,15.5,2.12345679
37,72900,100,595,N,1908,3472,111900,111900,0.549539,Active,non-default,TN,0,38550,14.9,0.651474531
42,235718,95,660,N,1864,5025,99500,99500,0.370969,Active,non-default,MO,1,43988,10.9,2.369025126
40,281155,102,727,Y,1690,1883,152000,151000,0.897504,Active,non-default,FL,1,40171,12.3,1.849703947
46,168000,80,660,N,1945,5025,314000,298000,0.387089,Pay-off,non-default,NJ,0,56772,8.2,0.535031847
37,120500,100,660,Y,1966,4902,189900,191000,0.401061,Pay-off,non-default,MA,0,52354,9.8,0.634544497
28,110300,94,665,Y,2436,5768,148000,144000,0.42233,Pay-off,non-default,MN,0,55914,7,0.74527027
32,226990,94,505,N,1311,2500,169000,168350,0.5244,Active,non-default,GA,1,43217,12,1.343136095
37,71250,95,617,N,2924,7750,210000,208640,0.37729,Active,non-default,IN,0,43003,10.2,0.339285714
39,122000,100,664,N,2015,4392,295000,295000,0.458789,Pay-off,non-default,CA,0,49894,13.2,0.413559322
35,198800,90,681,Y,877,2600,108000,107000,0.337308,Pay-off,non-default,AZ,1,42590,13.8,1.840740741
38,69350,95,783,N,1968,5459,55000,47500,0.360506,Pay-off,non-default,AR,1,33948,17.6,1.260909091
40,151000,80,732,Y,2095,3952,145000,144524,0.530111,Active,non-default,IN,1,43003,10.2,1.04137931
48,100750,100,723,N,1603,7155,197000,100750,0.224039,Pay-off,non-default,MD,0,56763,8.6,0.51142132
37,105150,80,610,N,916,2816,95000,95000,0.325284,Active,non-default,IL,1,45787,12.5,1.106842105
26,208475,100,769,Y,1823,3047,192000,192000,0.598293,Active,non-default,MD,1,56763,8.6,1.085807292
40,252800,80,590,N,936,2139,162500,151952,0.437588,Active,non-default,GA,1,43217,12,1.555692308
49,280000,80,697,N,0,5025,132000,110000,0,Pay-off,non-default,CT,1,55970,8.8,2.121212121
37,96900,95,668,Y,2257,3587,131000,129400,0.629217,Active,non-default,NJ,0,56772,8.2,0.739694656
24,161500,95,677,N,1583,4466,128500,128500,0.354456,Pay-off,non-default,IA,1,43042,9.7,1.256809339
35,129900,100,706,N,1797,3454,94500,94500,0.520266,Pay-off,non-default,FL,1,40171,12.3,1.374603175
33,63600,80,746,N,3809,8433,195001,195001,0.451678,Pay-off,non-default,NV,0,46984,10.2,0.326152174
29,160765,100,672,Y,1173,3574,111500,110000,0.328204,Active,non-default,MO,1,43988,10.9,1.441838565
35,162298,102,798,N,830,3083,98000,95500,0.269218,Active,non-default,AL,1,38111,15.5,1.656102041
30,131340,100,610,Y,2298,3409,186000,184300,0.674098,Pay-off,non-default,FL,0,40171,12.3,0.706129032
31,169500,100,693,N,1575,3614,132000,131000,0.435805,Active,non-default,MO,1,43988,10.9,1.284090909
30,148500,90,674,N,1220,4333,122000,117500,0.28156,Pay-off,non-default,LA,1,35523,17,1.217213115
39,140700,95,660,Y,1542,2804,128000,126990,0.549929,Active,non-default,TX,1,41275,16.4,1.09921875
37,174800,95,732,N,1138,2620,163000,159000,0.434351,Active,non-default,OR,1,42617,11.7,1.072392638
30,231781,97,699,N,1961,3565,67000,66500,0.55007,Active,non-default,FL,1,40171,12.3,3.45941791
29,52200,77,679,N,1840,7501,128000,127500,0.245301,Pay-off,non-default,OH,0,44160,10.8,0.4078125
28,167000,100,708,N,1283,3667,137800,130672,0.349877,Active,non-default,GA,1,43217,12,1.211901306
26,133000,95,623,Y,2104,5500,185000,185000,0.382545,Pay-off,non-default,FL,0,40171,12.3,0.718918919
30,115200,80,709,N,1130,3900,169000,164900,0.289744,Active,non-default,MI,0,44476,12.1,0.681656805
25,83500,100,716,N,5091,7416,303000,303000,0.686489,Pay-off,non-default,MD,0,56763,8.6,0.275577558
37,229425,95,647,N,1343,3291,183000,181366,0.408083,Pay-off,non-default,OR,1,42617,11.7,1.253688525
39,148500,100,680,N,1671,4283,184000,184000,0.390147,Pay-off,non-default,CA,0,49894,13.2,0.807065217
37,225000,100,584,Y,1981,3727,150000,149900,0.531527,Pay-off,non-default,FL,1,40171,12.3,1.5
27,179900,90,628,N,0,8035,300000,310000,0,Pay-off,non-default,CA,0,49894,13.2,0.599666667
67,73080,102,666,Y,1095,3007,140000,137000,0.36415,Pay-off,non-default,FL,0,40171,12.3,0.522
49,165445,102,745,Y,876,2338,57000,57000,0.374679,Pay-off,non-default,IA,1,43042,9.7,2.90254386
37,84800,100,670,N,2120,6187,232514,232514,0.342654,Active,non-default,KS,0,43725,10.7,0.364709222
23,92750,100,729,N,2992,6431,100000,98000,0.465246,Pay-off,non-default,IL,0,45787,12.5,0.9275
37,163800,90,638,N,1474,3219,133000,133000,0.457906,Active,non-default,TX,1,41275,16.4,1.231578947
58,180000,80,805,N,1815,6596,151000,149429,0.275167,Pay-off,non-default,AZ,1,42590,13.8,1.19205298
27,184200,95,681,Y,4681,5025,331000,319000,0.931601,Pay-off,non-default,NY,0,44228,14.4,0.556495468
37,195000,93,807,N,933,2193,149200,149200,0.425445,Pay-off,non-default,FL,1,40171,12.3,1.306970509
39,295100,86,661,N,3298,12000,400000,350000,0.274833,Active,non-default,CA,0,49894,13.2,0.73775
30,114100,95,650,Y,2311,5094,255000,249500,0.453671,Pay-off,non-default,NY,0,44228,14.4,0.44745098
40,82450,97,680,N,4248,7655,322000,320000,0.554931,Pay-off,non-default,HI,0,53123,9.7,0.256055901
29,205537,102,678,N,1411,3293,127000,125000,0.428485,Pay-off,non-default,FL,1,40171,12.3,1.618401575
37,222000,98,631,Y,1406,3956,71000,70000,0.35541,Pay-off,non-default,VA,1,53275,9.8,3.126760563
24,67000,100,723,Y,3127,8319,167000,158890,0.375887,Pay-off,non-default,NJ,0,56772,8.2,0.401197605
49,100291,95,678,N,1930,5550,242000,235000,0.347748,Active,non-default,CA,0,49894,13.2,0.41442562
38,170000,95,677,N,6729,12235,152000,150000,0.54998,Pay-off,non-default,TX,1,41275,16.4,1.118421053
31,167475,102,542,Y,685,2750,109000,106500,0.249091,Active,non-default,OK,1,38281,12.6,1.53646789
36,166800,97,639,Y,2008,3500,131865,131865,0.573714,Active,non-default,GA,1,43217,12,1.264930042
37,114000,95,744,Y,1323,2379,100000,98500,0.556116,Active,non-default,FL,1,40171,12.3,1.14
45,275000,90,575,Y,2311,2600,152000,152000,0.888846,Active,non-default,FL,1,40171,12.3,1.809210526
76,86500,98,713,N,0,8200,308000,307906,0,Pay-off,non-default,OR,0,42617,11.7,0.280844156
32,190000,95,640,Y,1259,2997,107000,106500,0.420087,Pay-off,non-default,OR,1,42617,11.7,1.775700935
30,142100,98,633,Y,2126,6166,159450,159450,0.344794,Active,non-default,WI,0,47220,10.2,0.89118846
39,158200,95,676,N,2552,4640,100000,100000,0.55,Pay-off,non-default,NJ,1,56772,8.2,1.582
25,74108,97,677,N,1452,5970,151000,147000,0.243216,Active,non-default,TX,0,41275,16.4,0.490781457
40,267300,90,668,N,4143,5025,144200,144200,0.82453,Active,non-default,TX,1,41275,16.4,1.853675451
59,57700,100,779,Y,3014,8446,225000,218000,0.356855,Pay-off,non-default,CT,0,55970,8.8,0.256444444
28,93100,95,560,Y,2263,5767,230000,230000,0.392405,Pay-off,non-default,CA,0,49894,13.2,0.404782609
31,107910,99,751,Y,1323,4799,131500,130500,0.275682,Active,non-default,TN,0,38550,14.9,0.820608365
46,147680,90,756,N,856,5396,122000,120000,0.158636,Active,non-default,OH,1,44160,10.8,1.210491803
31,121000,100,590,N,2070,4787,147000,146633,0.432421,Pay-off,non-default,GA,0,43217,12,0.823129252
37,190000,100,687,Y,1246,4050,98000,85860,0.307654,Active,non-default,NY,1,44228,14.4,1.93877551
23,143500,100,596,Y,2339,4869,192000,194000,0.480386,Pay-off,non-default,FL,0,40171,12.3,0.747395833
35,159450,100,561,Y,1112,2719,121000,111350,0.408974,Active,non-default,NC,1,39000,14.8,1.317768595
26,198550,94,739,N,1543,4042,100000,91000,0.381742,Pay-off,non-default,TX,1,41275,16.4,1.9855
28,115000,100,726,Y,1695,3300,73000,71500,0.513636,Active,non-default,AL,1,38111,15.5,1.575342466
37,261200,99,765,N,904,2656,110000,96000,0.340361,Active,non-default,GA,1,43217,12,2.374545455
37,101970,90,605,N,2531,6008,221000,216334,0.421272,Active,non-default,FL,0,40171,12.3,0.461402715
41,188910,90,652,N,3136,5025,314000,301633,0.624119,Pay-off,non-default,MI,0,44476,12.1,0.601624204
27,152000,95,741,N,956,4543,235000,152000,0.210434,Active,non-default,NY,0,44228,14.4,0.646808511
24,114007,90,681,N,1646,6667,190000,114007,0.246888,Active,non-default,FL,0,40171,12.3,0.600036842
22,112400,97,676,N,2624,4915,239000,229037,0.533876,Active,non-default,OH,0,44160,10.8,0.470292887
37,160800,95,691,N,1385,4347,148000,148000,0.318611,Active,non-default,MN,1,55914,7,1.086486486
37,100000,69,707,N,2789,5416,132500,132500,0.514956,Active,non-default,ID,0,42519,10.5,0.754716981
45,322700,98,733,Y,1093,5025,174000,173500,0.217526,Pay-off,non-default,AZ,1,42590,13.8,1.854597701
37,140000,80,672,N,1226,3975,146000,142000,0.308428,Active,non-default,GA,0,43217,12,0.95890411
49,130275,90,665,Y,2559,4907,136500,136485,0.5215,Pay-off,non-default,FL,0,40171,12.3,0.954395604
37,200000,80,666,N,7690,5025,401000,400000,1.530445,Pay-off,non-default,NC,0,39000,14.8,0.498753117
31,202500,100,645,N,1171,4007,91500,91300,0.292239,Pay-off,non-default,OH,1,44160,10.8,2.213114754
35,144875,95,751,N,1762,3437,110000,107500,0.512656,Active,non-default,MI,1,44476,12.1,1.317045455
44,235500,99,636,N,1995,4433,208000,207515,0.450034,Pay-off,non-default,CA,1,49894,13.2,1.132211538
45,39000,100,708,N,2426,7732,395000,39000,0.313761,Pay-off,non-default,NY,0,44228,14.4,0.098734177
37,108000,79,721,N,943,2234,38000,38000,0.422113,Active,non-default,TX,1,41275,16.4,2.842105263
59,141210,90,688,N,2272,3541,198800,198310,0.641627,Pay-off,non-default,MN,0,55914,7,0.710311871
37,65120,80,547,N,2032,5725,121000,120375,0.354934,Pay-off,non-default,OH,0,44160,10.8,0.538181818
41,172500,100,682,N,1539,5061,150000,150000,0.30409,Pay-off,non-default,WA,1,48688,11.7,1.15
29,335250,95,612,N,615,1329,56000,55900,0.462754,Active,non-default,TN,1,38550,14.9,5.986607143
27,104500,95,592,Y,2451,3633,178000,175000,0.674649,Active,non-default,FL,0,40171,12.3,0.587078652
31,167720,100,502,Y,1099,2946,79500,79205,0.373048,Active,non-default,TX,1,41275,16.4,2.109685535
35,142000,100,691,N,3098,5229,112501,112501,0.592465,Active,non-default,MI,1,44476,12.1,1.262211003
40,135717,97,701,N,713,3667,90000,90000,0.194437,Pay-off,non-default,CA,1,49894,13.2,1.507966667
37,188000,80,655,Y,0,9250,375000,375000,0,Pay-off,non-default,NY,0,44228,14.4,0.501333333
37,232750,100,647,N,0,5025,132000,130000,0,Active,non-default,IN,1,43003,10.2,1.763257576
34,81480,97,569,N,1525,7082,197000,188555,0.215335,Active,non-default,GA,0,43217,12,0.413604061
37,315238,91,618,Y,887,1948,116000,115144,0.455339,Active,non-default,IN,1,43003,10.2,2.717568966
37,166155,95,607,Y,629,3008,102500,102500,0.209109,Active,non-default,HI,1,53123,9.7,1.62102439
36,145000,100,576,Y,846,3926,92000,91900,0.215487,Active,non-default,PA,1,44286,10.4,1.576086957
37,170400,80,659,Y,1282,2253,168000,168000,0.569019,Active,non-default,CA,1,49894,13.2,1.014285714
25,161500,95,746,Y,2956,21299,358000,347900,0.138786,Pay-off,non-default,FL,0,40171,12.3,0.451117318
37,144000,80,638,N,2863,9500,129000,128300,0.301368,Pay-off,non-default,TX,1,41275,16.4,1.11627907
22,136000,100,702,N,1893,5220,158000,158000,0.362644,Active,non-default,FL,0,40171,12.3,0.860759494
37,165850,90,624,Y,3610,8875,265000,250990,0.406761,Active,non-default,TX,0,41275,16.4,0.625849057
37,165000,88,691,Y,1447,3138,90000,83000,0.461122,Active,non-default,MS,1,33659,17.7,1.833333333
30,65000,100,794,N,1910,7597,179000,179000,0.251415,Active,non-default,TX,0,41275,16.4,0.363128492
37,223250,95,700,Y,1411,3340,145000,144900,0.422455,Active,non-default,GA,1,43217,12,1.539655172
45,187200,80,503,Y,593,1588,67000,64750,0.373426,Active,non-default,TX,1,41275,16.4,2.794029851
43,107100,90,662,N,2884,11167,178000,176500,0.258261,Active,non-default,WA,0,48688,11.7,0.601685393
32,137000,100,704,N,2215,4105,152000,137000,0.539586,Pay-off,non-default,OH,0,44160,10.8,0.901315789
25,82725,97,776,N,700,3250,108000,105500,0.215385,Pay-off,non-default,GA,0,43217,12,0.765972222
25,122650,100,611,N,1741,6813,85000,82500,0.255541,Active,non-default,OK,1,38281,12.6,1.442941176
30,180000,80,756,Y,1188,3020,163000,162000,0.393377,Active,non-default,NC,1,39000,14.8,1.104294479
37,147000,100,570,N,864,2915,108000,99900,0.296398,Pay-off,non-default,TN,1,38550,14.9,1.361111111
27,181519,90,689,Y,2931,5025,281000,281000,0.58332,Pay-off,non-default,NY,0,44228,14.4,0.645975089
37,276000,80,716,N,1395,8600,270000,265500,0.162209,Pay-off,non-default,CA,1,49894,13.2,1.022222222
60,104000,100,741,N,1646,4295,95000,94600,0.383236,Pay-off,non-default,AZ,1,42590,13.8,1.094736842
29,113100,98,658,N,2139,4558,128100,128013,0.469285,Active,non-default,GA,0,43217,12,0.882903981
34,213773,91,622,N,0,5025,291000,285000,0,Pay-off,non-default,FL,0,40171,12.3,0.73461512
48,75900,95,593,Y,1291,3617,135000,133000,0.356926,Active,non-default,FL,0,40171,12.3,0.562222222
37,88192,73,678,N,0,5200,159900,159900,0,Pay-off,non-default,MA,0,52354,9.8,0.551544715
37,92150,95,778,N,1250,3640,125000,125000,0.343407,Active,non-default,WI,0,47220,10.2,0.7372
44,127890,102,559,N,1460,2917,132000,130900,0.500514,Active,non-default,GA,0,43217,12,0.968863636
54,244884,85,637,N,4303,5025,154000,145000,0.856372,Pay-off,non-default,ID,1,42519,10.5,1.590155844
58,87937,80,681,N,2779,7454,159000,155000,0.37282,Pay-off,non-default,MO,0,43988,10.9,0.553062893
25,92135,100,599,N,2905,7950,272000,271950,0.365409,Active,non-default,WA,0,48688,11.7,0.338731618
37,135900,98,679,N,1189,8561,325000,135900,0.138886,Pay-off,non-default,CA,0,49894,13.2,0.418153846
55,82800,90,535,Y,2678,5695,163900,163900,0.470237,Pay-off,non-default,FL,0,40171,12.3,0.505186089
32,154500,100,709,N,1503,3750,180000,180000,0.4008,Pay-off,non-default,CA,0,49894,13.2,0.858333333
32,77900,95,660,N,0,5025,335000,335000,0,Pay-off,non-default,NY,0,44228,14.4,0.232537313
31,119000,100,720,N,2310,5617,280000,280000,0.411252,Pay-off,non-default,CA,0,49894,13.2,0.425
37,264000,80,708,N,1027,9800,157000,157000,0.104796,Pay-off,non-default,NV,1,46984,10.2,1.681528662
38,240555,102,631,N,559,1802,64500,64500,0.310211,Pay-off,non-default,PA,1,44286,10.4,3.729534884
30,119000,100,753,N,1988,4691,139800,139800,0.42379,Active,non-default,TX,0,41275,16.4,0.851216023
31,107793,102,668,N,1182,4125,145000,142000,0.286545,Pay-off,non-default,VA,0,53275,9.8,0.7434
57,144500,79,629,N,0,5025,266000,265879,0,Pay-off,non-default,CA,0,49894,13.2,0.543233083
24,106473,102,702,N,1182,6000,230000,154600,0.197,Active,non-default,NY,0,44228,14.4,0.462926087
